"","Elevation (ft)","Live Storage (ac-ft)","Total Storage (ac-ft)","Area (acres)","EvapVolMax","EvapVolMaxUp","EvapVolMaxLo","EvapVolMin","RangeError","Range"
"339",3539,6824172.25,8719172.25,66819.5000001,382875.735000573,434326.75000065,327415.55000049,376518.777600002,0.326530612244898,0.05345560000008
"340",3539.5,6857630.31,8752630.31,67012.75,383983.0575,435582.875,328362.475,377626.097400001,0.326530612244898,0.0536102
"341",3540,6891185,8786185,67206,385090.38,436839,329309.4,378733.422600001,0.326530612244898,0.0537648
"342",3540.5,6924842.84,8819842.84,67425.37,386347.3701,438264.905,330384.313,379847.272400001,0.326530612244898,0.053940296
"343",3541,6958610.37,8853610.37,67644.75,387604.4175,439690.875,331459.275,380974.187600002,0.326530612244898,0.0541158
"344",3541.5,6992487.59,8887487.59,67864.1200001,388861.407600573,441116.78000065,332534.18800049,382114.167400002,0.326530612244898,0.05429129600008
"345",3542,7026474.5,8921474.5,68083.4999999,390118.454999427,442542.74999935,333609.14999951,383267.212600001,0.326530612244898,0.05446679999992
"346",3542.5,7060571.09,8955571.09,68302.87,391375.4451,443968.655,334684.063,384433.312400001,0.326530612244898,0.054642296
"347",3543,7094777.37,8989777.37,68522.25,392632.4925,445394.625,335759.025,385612.477600002,0.326530612244898,0.0548178
"348",3543.5,7129093.34,9024093.34,68741.62,393889.4826,446820.53,336833.938,386804.707400002,0.326530612244898,0.054993296
"349",3544,7163519,9058519,68961,395146.53,448246.5,337908.9,388010.002600001,0.326530612244898,0.0551688
"350",3544.5,7198054.34,9093054.34,69180.3700001,396403.520100573,449672.40500065,338983.81300049,389228.352400001,0.326530612244898,0.05534429600008
"351",3545,7232699.37,9127699.37,69399.7499999,397660.567499427,451098.37499935,340058.77499951,390459.767600002,0.326530612244898,0.05551979999992
"352",3545.5,7267454.09,9162454.09,69619.12,398917.5576,452524.28,341133.688,391704.247400002,0.326530612244898,0.055695296
"353",3546,7302318.5,9197318.5,69838.5000001,400174.605000573,453950.25000065,342208.65000049,392958.266400001,0.326530612244898,0.05587080000008
"354",3546.5,7337292.59,9232292.59,70057.87,401431.5951,455376.155,343283.563,394215.283800001,0.326530612244898,0.056046296
"355",3547,7372376.37,9267376.37,70277.25,402688.6425,456802.125,344358.525,395472.301200002,0.326530612244898,0.0562218
"356",3547.5,7407569.84,9302569.84,70496.6199999,403945.632599427,458228.02999935,345433.43799951,396729.318600001,0.326530612244898,0.05639729599992
"357",3548,7442873,9337873,70715.9999999,405202.679999427,459653.99999935,346508.39999951,397986.341400001,0.326530612244898,0.05657279999992
"358",3548.5,7478285.84,9373285.84,70935.37,406459.6701,461079.905,347583.313,399243.358800001,0.326530612244898,0.056748296
"359",3549,7513808.37,9408808.37,71154.7500001,407716.717500573,462505.87500065,348658.27500049,400500.376200002,0.326530612244898,0.05692380000008
"360",3549.5,7549440.59,9444440.59,71374.12,408973.7076,463931.78,349733.188,401757.393600001,0.326530612244898,0.057099296
"361",3550,7585182.5,9480182.5,71593.5,410230.755,465357.75,350808.15,403014.416400001,0.326530612244898,0.0572748
"362",3550.5,7621034.09,9516034.09,71812.8699999,411487.745099427,466783.65499935,351883.06299951,404271.433800001,0.326530612244898,0.05745029599992
"363",3551,7656995.37,9551995.37,72032.2499999,412744.792499427,468209.62499935,352958.02499951,405528.451200001,0.326530612244898,0.05762579999992
"364",3551.5,7693066.34,9588066.34,72251.62,414001.7826,469635.53,354032.938,406785.468600001,0.326530612244898,0.057801296
"365",3552,7729247,9624247,72471.0000001,415258.830000573,471061.50000065,355107.90000049,408042.491400002,0.326530612244898,0.05797680000008
"366",3552.5,7765537.34,9660537.34,72690.37,416515.8201,472487.405,356182.813,409299.508800001,0.326530612244898,0.058152296
"367",3553,7801937.37,9696937.37,72909.75,417772.8675,473913.375,357257.775,410556.526200001,0.326530612244898,0.0583278
"368",3553.5,7838447.09,9733447.09,73129.1199999,419029.857599427,475339.27999935,358332.68799951,411813.543600001,0.326530612244898,0.05850329599992
"369",3554,7875066.5,9770066.5,73348.4999999,420286.904999427,476765.24999935,359407.64999951,413070.566400002,0.326530612244898,0.05867879999992
"370",3554.5,7911795.59,9806795.59,73567.8700001,421543.895100573,478191.15500065,360482.56300049,414327.583800001,0.326530612244898,0.05885429600008
"371",3555,7948634.37,9843634.37,73787.2500001,422800.942500573,479617.12500065,361557.52500049,415584.601200001,0.326530612244898,0.05902980000008
"372",3555.5,7985582.84,9880582.84,74006.62,424057.9326,481043.03,362632.438,416841.618600002,0.326530612244898,0.059205296
"373",3556,8022641,9917641,74226,425314.98,482469,363707.4,418098.641400001,0.326530612244898,0.0593808
"374",3556.5,8059808.84,9954808.84,74445.3699999,426571.970099427,483894.90499935,364782.31299951,419355.658800001,0.326530612244898,0.05955629599992
"375",3557,8097086.37,9992086.37,74664.7499999,427829.017499427,485320.87499935,365857.27499951,420612.676200002,0.326530612244898,0.05973179999992
"376",3557.5,8134473.59002,10029473.59002,74884.1200001,429086.007600573,486746.78000065,366932.18800049,421869.693620001,0.326530612244898,0.05990729600008
"377",3558,8171970.49998,10066970.49998,75103.5000001,430343.055000573,488172.75000065,368007.15000049,423126.716380001,0.326530612244898,0.06008280000008
"378",3558.5,8209577.09003,10104577.09003,75322.87,431600.0451,489598.655,369082.063,424383.733830001,0.326530612244898,0.060258296
"379",3559,8247293.36998,10142293.36998,75542.25,432857.0925,491024.625,370157.025,425640.751180002,0.326530612244898,0.0604338
"380",3559.5,8285119.34,10180119.34,75761.6199999,434114.082599427,492450.52999935,371231.93799951,426897.768600001,0.326530612244898,0.06060929599992
"381",3560,8323054.99999,10218054.99999,75980.9999999,435371.129999427,493876.49999935,372306.89999951,428154.791390002,0.326530612244898,0.06078479999992
"382",3560.5,8361106.03996,10256106.03996,76223.15,436758.6495,495450.475,373493.435,429417.508760002,0.326530612244898,0.06097852
"383",3561,8399278.14997,10294278.14997,76465.3000001,438146.169000573,497024.45000065,374679.97000049,430691.606170002,0.326530612244898,0.06117224000008
"384",3561.5,8437571.34,10332571.34,76707.4499999,439533.688499427,498598.42499935,375866.50499951,431977.093600001,0.326530612244898,0.06136595999992
"385",3562,8475985.59999,10370985.59999,76949.6,440921.208,500172.4,377053.04,433273.966390001,0.326530612244898,0.06155968
"386",3562.5,8514520.93999,10409520.93999,77191.7500001,442308.727500573,501746.37500065,378239.57500049,434582.233790002,0.326530612244898,0.06175340000008
"387",3563,8553177.34996,10448177.34996,77433.8999999,443696.246999427,503320.34999935,379426.10999951,435901.881149201,0.326530612244898,0.06194711999992
"388",3563.5,8591954.84003,10486954.84003,77676.05,445083.7665,504894.325,380612.645,437232.918631601,0.326530612244898,0.06214084
"389",3564,8630853.39997,10525853.39997,77918.2,446471.286,506468.3,381799.18,438575.341363003,0.326530612244898,0.06233456
"390",3564.5,8669873.04001,10564873.04001,78160.3500001,447858.805500573,508042.27500065,382985.71500049,439929.158807001,0.326530612244898,0.06252828000008
"391",3565,8709013.75002,10604013.75002,78402.4999999,449246.324999427,509616.24999935,384172.24999951,441294.356229201,0.326530612244898,0.06272199999992
"392",3565.5,8748275.54004,10643275.54004,78644.65,450633.8445,511190.225,385358.785,442670.943645401,0.326530612244898,0.06291572
"393",3566,8787658.40002,10682658.40002,78886.8000001,452021.364000573,512764.20000065,386545.32000049,444055.838446201,0.326530612244898,0.06310944000008
"394",3566.5,8827162.34002,10722162.34002,79128.9499999,453408.883499427,514338.17499935,387731.85499951,445443.3606546,0.326530612244898,0.06330315999992
"395",3567,8866787.34998,10761787.34998,79371.1,454796.403,515912.15,388918.39,446830.877393801,0.326530612244898,0.06349688
"396",3567.5,8906533.43996,10801533.43996,79613.2500001,456183.922500573,517486.12500065,390104.92500049,448218.399565401,0.326530612244898,0.06369060000008
"397",3568,8946400.59998,10841400.59998,79855.3999999,457571.441999427,519060.09999935,391291.45999951,449605.916390002,0.326530612244898,0.06388431999992
"398",3568.5,8986388.84002,10881388.84002,80097.55,458958.9615,520634.075,392477.995,450993.438646201,0.326530612244898,0.06407804
"399",3569,9026498.15002,10921498.15002,80339.7000001,460346.481000573,522208.05000065,393664.53000049,452380.955422202,0.326530612244898,0.06427176000008
"400",3569.5,9066728.54003,10961728.54003,80581.8499999,461734.000499427,523782.02499935,394851.06499951,453768.477632402,0.326530612244898,0.06446547999992
"401",3570,9107080.00001,11002080.00001,80824,463121.52,525356,396037.6,455155.994418401,0.326530612244898,0.0646592
"402",3570.5,9147552.54,11042552.54,81066.1500001,464509.039500573,526929.97500065,397224.13500049,456543.516584601,0.326530612244898,0.06485292000008
"403",3571,9188146.15003,11083146.15003,81308.2999999,465896.558999427,528503.94999935,398410.66999951,457931.033399202,0.326530612244898,0.06504663999992
"404",3571.5,9228860.84001,11123860.84001,81550.45,467284.0785,530077.925,399597.205,459318.555580802,0.326530612244898,0.06524036
"405",3572,9269696.60002,11164696.60002,81792.6000001,468671.598000573,531651.90000065,400783.74000049,460706.072400004,0.326530612244898,0.06543408000008
"406",3572.5,9310653.43997,11205653.43997,82034.7499999,470059.117499427,533225.87499935,401970.27499951,462093.594571602,0.326530612244898,0.06562779999992
"407",3573,9351731.34996,11246731.34996,82276.9,471446.637,534799.85,403156.81,463481.111390801,0.326530612244898,0.06582152
"408",3573.5,9392930.33997,11287930.33997,82519.05,472834.1565,536373.825,404343.345,464868.633599201,0.326530612244898,0.06601524
"409",3574,9434250.40002,11329250.40002,82761.2000001,474221.676000573,537947.80000065,405529.88000049,466256.150418401,0.326530612244898,0.06620896000008
"410",3574.5,9475691.54001,11370691.54001,83003.3499999,475609.195499427,539521.77499935,406716.41499951,467643.672590002,0.326530612244898,0.06640267999992
"411",3575,9517253.75004,11412253.75004,83245.5,476996.715,541095.75,407902.95,469031.189414602,0.326530612244898,0.0665964
"412",3575.5,9558937.04,11453937.04,83487.6500001,478384.234500573,542669.72500065,409089.48500049,470418.7115808,0.326530612244898,0.06679012000008
"413",3576,9600741.40001,11495741.40001,83729.7999999,479771.753999427,544243.69999935,410276.01999951,471806.228405403,0.326530612244898,0.06698383999992
"414",3576.5,9642666.84003,11537666.84003,83971.95,481159.2735,545817.675,411462.555,473193.750613801,0.326530612244898,0.06717756
"415",3577,9684713.35002,11579713.35002,84214.1000001,482546.793000573,547391.65000065,412649.09000049,474581.267400801,0.326530612244898,0.06737128000008
"416",3577.5,9726880.94002,11621880.94002,84456.2499999,483934.312499427,548965.62499935,413835.62499951,475968.789604602,0.326530612244898,0.06756499999992
"417",3578,9769169.59998,11664169.59998,84698.4,485321.832,550539.6,415022.16,477356.306387002,0.326530612244898,0.06775872
"418",3578.5,9811579.33996,11706579.33996,84940.5500001,486709.351500573,552113.57500065,416208.69500049,478743.828595402,0.326530612244898,0.06795244000008
"419",3579,9854110.14999,11749110.14999,85182.6999999,488096.870999427,553687.54999935,417395.22999951,480131.345424602,0.326530612244898,0.06814615999992
"420",3579.5,9896762.04002,11791762.04002,85424.85,489484.3905,555261.525,418581.765,481518.867623001,0.326530612244898,0.06833988
"421",3580,9939535.00003,11834535.00003,85667.0000001,490871.910000573,556835.50000065,419768.30000049,482906.384415401,0.326530612244898,0.06853360000008
"422",3580.5,9982429.25002,11877429.25002,85909.9999999,492264.299999427,558414.99999935,420958.99999951,484294.1165938,0.326530612244898,0.06872799999992
"423",3581,10025445,11920445,86153,493656.69,559994.5,422149.7,485682.273381602,0.326530612244898,0.0689224
"424",3581.5,10068582.25,11963582.25,86396.0000001,495049.080000573,561574.00000065,423340.40000049,487070.855594601,0.326530612244898,0.06911680000008
"425",3582,10111841,12006841,86638.9999999,496441.469999427,563153.49999935,424531.09999951,488459.862379201,0.326530612244898,0.0693111999999199
"426",3582.5,10155221.25,12050221.25,86882,497833.86,564733,425721.8,489849.294575401,0.326530612244898,0.0695056
"427",3583,10198723,12093723,87125.0000001,499226.250000573,566312.50000065,426912.50000049,491239.151380001,0.326530612244898,0.06970000000008
"428",3583.5,10242346.25,12137346.25,87367.9999999,500618.639999427,567891.99999935,428103.19999951,492629.433601601,0.326530612244898,0.06989439999992
"429",3584,10286091,12181091,87611,502011.03,569471.5,429293.9,494020.140430802,0.326530612244898,0.0700888
"430",3584.5,10329957.25,12224957.25,87854.0000001,503403.420000573,571051.00000065,430484.60000049,495411.272623802,0.326530612244898,0.07028320000008
"431",3585,10373945,12268945,88097,504795.81,572630.5,431675.3,496802.829393802,0.326530612244898,0.0704776
"432",3585.5,10418054.25,12313054.25,88340,506188.2,574210,432866,498194.811574602,0.326530612244898,0.070672
"433",3586,10462285,12357285,88582.9999999,507580.589999427,575789.49999935,434056.69999951,499587.104975402,0.326530612244898,0.07086639999992
"434",3586.5,10506637.25,12401637.25,88826,508972.98,577369,435247.4,500979.494990801,0.326530612244898,0.0710608
"435",3587,10551111,12446111,89069.0000001,510365.370000573,578948.50000065,436438.10000049,502371.885000002,0.326530612244898,0.07125520000008
"436",3587.5,10595706.25,12490706.25,89311.9999999,511757.759999427,580527.99999935,437628.79999951,503764.275000002,0.326530612244898,0.0714495999999199
"437",3588,10640423,12535423,89555,513150.15,582107.5,438819.5,505156.665000001,0.326530612244898,0.071644
"438",3588.5,10685261.25,12580261.25,89798.0000001,514542.540000573,583687.00000065,440010.20000049,506549.055000002,0.326530612244898,0.07183840000008
"439",3589,10730221,12625221,90040.9999999,515934.929999427,585266.49999935,441200.89999951,507941.445000002,0.326530612244898,0.0720327999999199
"440",3589.5,10775302.25,12670302.25,90284,517327.32,586846,442391.6,509333.835000001,0.326530612244898,0.0722272
"441",3590,10820505,12715505,90527.0000001,518719.710000573,588425.50000065,443582.30000049,510726.225000001,0.326530612244898,0.07242160000008
"442",3590.5,10865829.25,12760829.25,90769.9999999,520112.099999427,590004.99999935,444772.99999951,512118.615000002,0.326530612244898,0.07261599999992
"443",3591,10911275,12806275,91013,521504.49,591584.5,445963.7,513511.005000001,0.326530612244898,0.0728104
"444",3591.5,10956842.25,12851842.25,91256.0000001,522896.880000573,593164.00000065,447154.40000049,514903.395000001,0.326530612244898,0.07300480000008
"445",3592,11002531,12897531,91499,524289.27,594743.5,448345.1,516295.785000002,0.326530612244898,0.0731992
"446",3592.5,11048341.25,12943341.25,91742,525681.66,596323,449535.8,517688.175000001,0.326530612244898,0.0733936
"447",3593,11094273,12989273,91984.9999999,527074.049999427,597902.49999935,450726.49999951,519080.565000001,0.326530612244898,0.07358799999992
"448",3593.5,11140326.25,13035326.25,92228,528466.44,599482,451917.2,520472.955000002,0.326530612244898,0.0737824
"449",3594,11186501,13081501,92471.0000001,529858.830000573,601061.50000065,453107.90000049,521865.345000003,0.326530612244898,0.07397680000008
"450",3594.5,11232797.25,13127797.25,92713.9999999,531251.219999427,602640.99999935,454298.59999951,523257.735000001,0.326530612244898,0.0741711999999199
"451",3595,11279215,13174215,92957,532643.61,604220.5,455489.3,524650.125000002,0.326530612244898,0.0743656
"452",3595.5,11325754.25,13220754.25,93200.0000001,534036.000000573,605800.00000065,456680.00000049,526042.515000002,0.326530612244898,0.07456000000008
"453",3596,11372415,13267415,93442.9999999,535428.389999427,607379.49999935,457870.69999951,527434.905000001,0.326530612244898,0.07475439999992
"454",3596.5,11419197.25,13314197.25,93686,536820.78,608959,459061.4,528827.295000002,0.326530612244898,0.0749488
"455",3597,11466101,13361101,93929.0000001,538213.170000573,610538.50000065,460252.10000049,530219.685000002,0.326530612244898,0.07514320000008
"456",3597.5,11513126.25,13408126.25,94171.9999999,539605.559999427,612117.99999935,461442.79999951,531612.075000001,0.326530612244898,0.0753375999999199
"457",3598,11560273,13455273,94415,540997.95,613697.5,462633.5,533004.465000002,0.326530612244898,0.075532
"458",3598.5,11607541.25,13502541.25,94658.0000001,542390.340000573,615277.00000065,463824.20000049,534396.855000002,0.326530612244898,0.07572640000008
"459",3599,11654931,13549931,94901,543782.73,616856.5,465014.9,535789.245000001,0.326530612244898,0.0759208
"460",3599.5,11702442.25,13597442.25,95144,545175.12,618436,466205.6,537181.635000002,0.326530612244898,0.0761152
"461",3600,11750075,13645075,95386.9999999,546567.509999427,620015.49999935,467396.29999951,538574.025000002,0.326530612244898,0.0763095999999199
"462",3600.5,11797834.39,13692834.39,95650.5500001,548077.651500573,621728.57500065,468687.69500049,539971.555000002,0.326530612244898,0.07652044000008
"463",3601,11845725.55,13740725.55,95914.1000001,549587.793000573,623441.65000065,469979.09000049,541379.355000002,0.326530612244898,0.07673128000008
"464",3601.5,11893748.49,13788748.49,96177.65,551097.9345,625154.725,471270.485,542797.435000002,0.326530612244898,0.07694212
"465",3602,11941903.2,13836903.2,96441.2,552608.076,626867.8,472561.88,544225.785,0.326530612244898,0.07715296
"466",3602.5,11990189.69,13885189.69,96704.75,554118.2175,628580.875,473853.275,545664.415000001,0.326530612244898,0.0773638
"467",3603,12038607.95,13933607.95,96968.2999999,555628.358999427,630293.94999935,475144.66999951,547113.315000001,0.326530612244898,0.07757463999992
"468",3603.5,12087157.99,13982157.99,97231.8499999,557138.500499427,632007.02499935,476436.06499951,548572.495000001,0.326530612244898,0.07778547999992
"469",3604,12135839.8,14030839.8,97495.3999999,558648.641999427,633720.09999935,477727.45999951,550041.945000002,0.326530612244898,0.0779963199999199
"470",3604.5,12184653.39,14079653.39,97758.9500001,560158.783500573,635433.17500065,479018.85500049,551521.675000003,0.326530612244898,0.07820716000008
"471",3605,12233598.75,14128598.75,98022.5000001,561668.925000573,637146.25000065,480310.25000049,553011.675000003,0.326530612244898,0.07841800000008
"472",3605.5,12282675.89,14177675.89,98286.05,563179.0665,638859.325,481601.645,554511.955000002,0.326530612244898,0.07862884
"473",3606,12331884.8,14226884.8,98549.6,564689.208,640572.4,482893.04,556019.729400001,0.326530612244898,0.07883968
"474",3606.5,12381225.49,14276225.49,98813.15,566199.3495,642285.475,484184.435,557529.873600001,0.326530612244898,0.07905052
"475",3607,12430697.95,14325697.95,99076.7,567709.491,643998.55,485475.83,559040.012400001,0.326530612244898,0.07926136
"476",3607.5,12480302.19,14375302.19,99340.2499999,569219.632499427,645711.62499935,486767.22499951,560550.156600002,0.326530612244898,0.0794721999999199
"477",3608,12530038.2,14425038.2,99603.7999999,570729.773999427,647424.69999935,488058.61999951,562060.295400001,0.326530612244898,0.07968303999992
"478",3608.5,12579905.99,14474905.99,99867.3500001,572239.915500573,649137.77500065,489350.01500049,563570.439600002,0.326530612244898,0.07989388000008
"479",3609,12629905.55,14524905.55,100130.9,573750.057,650850.85,490641.41,565080.578400003,0.326530612244898,0.08010472
"480",3609.5,12680036.89,14575036.89,100394.45,575260.1985,652563.925,491932.805,566590.722600002,0.326530612244898,0.08031556
"481",3610,12730300,14625300,100658,576770.34,654277,493224.2,568100.861400001,0.326530612244898,0.0805264
"482",3610.5,12780694.89,14675694.89,100921.55,578280.4815,655990.075,494515.595,569611.005600002,0.326530612244898,0.08073724
"483",3611,12831221.55,14726221.55,101185.1,579790.623,657703.15,495806.99,571121.144400002,0.326530612244898,0.08094808
"484",3611.5,12881879.99,14776879.99,101448.65,581300.7645,659416.225,497098.385,572631.288600001,0.326530612244898,0.08115892
"485",3612,12932670.2,14827670.2,101712.2,582810.906,661129.3,498389.78,574141.4274,0.326530612244898,0.08136976
"486",3612.5,12983592.19,14878592.19,101975.75,584321.0475,662842.375,499681.175,575651.571600001,0.326530612244898,0.0815806
"487",3613,13034645.95,14929645.95,102239.3,585831.189,664555.45,500972.57,577161.710400002,0.326530612244898,0.08179144
"488",3613.5,13085831.49,14980831.49,102502.85,587341.3305,666268.525,502263.965,578671.854600003,0.326530612244898,0.08200228
"489",3614,13137148.8,15032148.8,102766.4,588851.472,667981.6,503555.36,580181.993400002,0.326530612244898,0.08221312
"490",3614.5,13188597.89,15083597.89,103029.95,590361.6135,669694.675,504846.755,581692.137600003,0.326530612244898,0.08242396
"491",3615,13240178.75,15135178.75,103293.5,591871.755,671407.75,506138.15,583202.276400002,0.326530612244898,0.0826348
"492",3615.5,13291891.39,15186891.39,103557.05,593381.8965,673120.825,507429.545,584712.420600003,0.326530612244898,0.08284564
"493",3616,13343735.8,15238735.8,103820.6,594892.038,674833.9,508720.94,586222.559400002,0.326530612244898,0.08305648
"494",3616.5,13395711.99,15290711.99,104084.15,596402.1795,676546.975,510012.335,587732.703600001,0.326530612244898,0.08326732
"495",3617,13447819.95,15342819.95,104347.7,597912.321,678260.05,511303.73,589242.842400001,0.326530612244898,0.0834781599999999
"496",3617.5,13500059.69,15395059.69,104611.25,599422.4625,679973.125,512595.125,590752.986600002,0.326530612244898,0.083689
"497",3618,13552431.2,15447431.2,104874.8,600932.604,681686.2,513886.52,592263.125400001,0.326530612244898,0.08389984
"498",3618.5,13604934.49,15499934.49,105138.35,602442.7455,683399.275,515177.915,593773.269600002,0.326530612244898,0.08411068
"499",3619,13657569.55,15552569.55,105401.9,603952.887,685112.35,516469.31,595283.408400003,0.326530612244898,0.08432152
"500",3619.5,13710336.39,15605336.39,105665.45,605463.0285,686825.425,517760.705,596793.552600002,0.326530612244898,0.08453236
"501",3620,13763235,15658235,105929,606973.17,688538.5,519052.1,598303.691400001,0.326530612244898,0.0847432
"502",3620.5,13816275.28,15711275.28,106232.12,608710.0476,690508.78,520537.388,599823.7256,0.326530612244898,0.084985696
